shortcode,media_id,creation_time (seconds wrt IG epoch),published_time (unix),published_time (utc),epoch_estimate (utc),is_multiple,count,is_video,vid_duration,off_by
Bi5YrHxFv2Q,1781563643995290000,212378936.3,1526598973,2018-05-17 23:16:13,2011-08-24 21:07:16,FALSE,None,TRUE,30,16
Bi7_G7KF7Pd,1782295630322320000,212466195.9,1526686217,2018-05-18 23:30:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bi-8bmXlKef,1783128281899640000,212565455.7,1526785477,2018-05-20 3:04:37,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BiFGGfElg7t,1766845262771650000,210624368.5,1524844390,2018-04-27 15:53:10,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BifVi2CFl9l,1774231531663290000,211504880.4,1525724902,2018-05-07 20:28:22,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
BiH7j0QliKl,1767643324804900000,210719504.9,1524939620,2018-04-28 18:20:20,2011-08-24 21:08:35,FALSE,None,TRUE,36,95
Bii6SGmlpRp,1775237533875480000,211624805.2,1525845111,2018-05-09 5:51:51,2011-08-24 21:11:45,FALSE,None,TRUE,12,285
BiiEzDrFkil,1775002303960860000,211596763.6,1525816785,2018-05-08 21:59:45,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BiiM5CfFXGP,1775037899374690000,211601006.9,1525821028,2018-05-08 23:10:28,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BiJPmVNlGrt,1768012933533820000,210763565.7,1524983587,2018-04-29 6:33:07,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BiLEfzalyhm,1768527056369820000,210824853.9,1525044898,2018-04-29 23:34:58,2011-08-24 21:07:24,FALSE,None,TRUE,14,24
BiLhnM_lLbG,1768655108219120000,210840118.9,1525060140,2018-04-30 3:49:00,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
B-iMVpmn7Ki,2279438625741450000,271730259.1,1585950464,2020-04-03 21:47:44,2011-08-24 21:10:04,FALSE,None,TRUE,134.453,184
BinaPqSlSO5,1776504003431310000,211775780.1,1525995801,2018-05-10 23:43:21,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BiNdG7NFSpb,1769198247862410000,210904866.2,1525124887,2018-04-30 21:48:07,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BiNr026looE,1769262977004240000,210912582.5,1525132699,2018-04-30 23:58:19,2011-08-24 21:08:36,FALSE,None,TRUE,30,96
BipmYjHlv7P,1777120340717530000,211849253.3,1526069274,2018-05-11 20:07:54,2011-08-24 21:07:00,TRUE,8,FALSE,None,0
BisvvRXlg1t,1778005909555250000,211954821.3,1526174843,2018-05-13 1:27:23,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BivCF5tl-vj,1778649579493260000,212031552.7,1526251923,2018-05-13 22:52:03,2011-08-24 21:12:50,FALSE,None,TRUE,14,350
BivPvXFl5ew,1778709603137590000,212038708.1,1526258729,2018-05-14 0:45:29,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BiVWhPwhEsJ,1771421070126240000,211169847.3,1525390187,2018-05-03 23:29:47,2011-08-24 21:12:19,FALSE,None,TRUE,45,319
B-IXuQPHIUK,2272170345607500000,270863812.6,1585083834,2020-03-24 21:03:54,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
BiXXognlA3t,1771988917266160000,211237539.9,1525457652,2018-05-04 18:14:12,2011-08-24 21:08:32,FALSE,None,TRUE,8,92
BjcjBselkOf,1791460799891780000,213558769.2,1527778790,2018-05-31 14:59:50,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BjDwREnFnXY,1784482156783240000,212726850.1,1526946871,2018-05-21 23:54:31,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BjF8zdfFIay,1785100246466200000,212800532.2,1527020553,2018-05-22 20:22:33,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BjfTOoBF1MU,1792235744641110000,213651149.8,1527871273,2018-06-01 16:41:13,2011-08-24 21:08:43,FALSE,None,TRUE,8,103
BjGBalyF_0N,1785120527620770000,212802949.9,1527022971,2018-05-22 21:02:51,2011-08-24 21:07:01,TRUE,8,Contains at least one video,None,1
BjLZbpeFwCM,1786633528299420000,212983313.6,1527203335,2018-05-24 23:08:55,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BjoJYamF-2Q,1794725711749570000,213947977,1528167998,2018-06-05 3:06:38,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
B_jSnV-HZ0W,2297762103376580000,273914587.9,1588134609,2020-04-29 4:30:09,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
B_JvoAgnG4k,2290571343006820000,273057382.5,1587277404,2020-04-19 6:23:24,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BjyjV6KFfN_,1797654638457390000,214297132.3,1528517154,2018-06-09 4:05:54,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BkaEwkZFsjW,1808779130139230000,215623275.1,1529843410,2018-06-24 12:30:10,2011-08-24 21:08:54,FALSE,None,TRUE,6,114
BkQsYY_lVde,1806138640726050000,215308504.2,1529528585,2018-06-20 21:03:05,2011-08-24 21:08:00,FALSE,None,TRUE,13.73,60
Bl2akBIlCRi,1834770722528180000,218721714.3,1532941736,2018-07-30 9:08:56,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
Bl9ijoqFCO0,1836776205455730000,218960786.5,1533180808,2018-08-02 3:33:28,2011-08-24 21:07:01,TRUE,4,Contains at least one video,None,1
BlbdKcQlK9n,1827182334715410000,217817108,1532037129,2018-07-19 21:52:09,2011-08-24 21:07:00,TRUE,4,FALSE,None,0
B_Le8z6nyYy,2291060955756310000,273115748.9,1587335770,2020-04-19 22:36:10,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
Blk_hqbF59U,1829866738843890000,218137113.9,1532357135,2018-07-23 14:45:35,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BlmospzFU6l,1830329288970560000,218192254.2,1532412275,2018-07-24 6:04:35,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
BltsAtvlJND,1832314186572800000,218428872.4,1532648894,2018-07-26 23:48:14,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
Blu9JGOF3OJ,1832671004377710000,218471408.4,1532691430,2018-07-27 11:37:10,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Blw19gpBfAo,1833202371740950000,218534752.3,1532754857,2018-07-28 5:14:17,2011-08-24 21:08:24,FALSE,None,TRUE,59.86,84
BlyIc55F673,1833565168971790000,218578001.1,1532798022,2018-07-28 17:13:42,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bm3jCkNlGoA,1853103879635630000,220907197,1535127218,2018-08-24 16:13:38,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BmbUFmslZqJ,1845156818416150000,219959833.4,1534179855,2018-08-13 17:04:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BmD6LBaFDff,1838568917020460000,219174494.4,1533394516,2018-08-04 14:55:16,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
Bme-1XMFaiA,1846189243183250000,220082908.1,1534302929,2018-08-15 3:15:29,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BmfjxG_Fl6v,1846351678628320000,220102271.9,1534322346,2018-08-15 8:39:06,2011-08-24 21:07:54,FALSE,None,TRUE,4,54
BmGpSm8F7bF,1839339096495340000,219266306.9,1533486328,2018-08-05 16:25:28,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BmhiVDmFY1F,1846908302749180000,220168626.6,1534388648,2018-08-16 3:04:08,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BmJMTJUl_vN,1840056014994930000,219351770.3,1533571792,2018-08-06 16:09:52,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BmKRODoF8yP,1840359130491510000,219387904.5,1533607926,2018-08-07 2:12:06,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BmMSb6Pl1NB,1840927430489360000,219455651.1,1533675672,2018-08-07 21:01:12,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
Bmndso4FgkO,1848576782955320000,220367525,1534587546,2018-08-18 10:19:06,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BmoDCZWlB6E,1848741005836430000,220387101.9,1534607123,2018-08-18 15:45:23,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
Bm_qRKdlmlJ,1855387468918320000,221179422,1535399641,2018-08-27 19:54:01,2011-08-24 21:10:18,FALSE,None,TRUE,54.369,198
BmSE0wsFS66,1842556415425980000,219649841.2,1533869862,2018-08-10 2:57:42,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BmtAayPlPks,1850136862574050000,220553501,1534773522,2018-08-20 13:58:42,2011-08-24 21:07:01,TRUE,8,FALSE,None,1
BmtbGWpFKU2,1850254205803340000,220567489.4,1534787511,2018-08-20 17:51:51,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BmYVdRHlaHa,1844318417630630000,219859888.3,1534079909,2018-08-12 13:18:29,2011-08-24 21:07:00,TRUE,4,FALSE,None,0
Bn2B5zDnsYF,1870691065097270000,223003752.8,1537223774,2018-09-17 22:36:14,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2C675FVYS,1870695541350160000,223004286.5,1537224308,2018-09-17 22:45:08,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2CIMvlVFA,1870692054751070000,223003870.8,1537223892,2018-09-17 22:38:12,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
Bn2CqXGlef-,1870694402336610000,223004150.7,1537224172,2018-09-17 22:42:52,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2DnEBlpz9,1870698573739760000,223004647.9,1537224669,2018-09-17 22:51:09,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
B-n9pYxHg0K,2281062861216030000,271923883.1,1586144020,2020-04-06 3:33:40,2011-08-24 21:08:56,FALSE,None,TRUE,6.7,116
BnBvy36lPmr,1855974725651860000,221249428.5,1535469450,2018-08-28 15:17:30,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BnC4aDSloHW,1856294077274160000,221287498.1,1535507519,2018-08-29 1:51:59,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BnEepNnlVnl,1856743719900110000,221341099.7,1535561121,2018-08-29 16:45:21,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BnFxmhuFYfC,1857108573186000000,221384593.6,1535604615,2018-08-30 4:50:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BnnKIGlF6ir,1866505107854040000,222504747.9,1536724769,2018-09-12 3:59:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bnvadn1lsEX,1868828755231160000,222781748.2,1537002068,2018-09-15 9:01:08,2011-08-24 21:11:59,FALSE,None,TRUE,15.01,299
B-nX9OznQiZ,2280897099142600000,271904122.7,1586124241,2020-04-05 22:04:01,2011-08-24 21:08:38,FALSE,None,TRUE,9.271,98
Bnxe_w8FyF6,1869411643605590000,222851233.9,1537071255,2018-09-16 4:14:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BnzW1FPnq1t,1869938675075170000,222914061,1537134082,2018-09-16 21:41:22,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bo1LuyKHzez,1888467212216250000,225122834.7,1539342856,2018-10-12 11:14:16,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
Bo1MXVqHYI3,1888469999113040000,225123166.9,1539343188,2018-10-12 11:19:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bo1Pvivnp-g,1888484856571010000,225124938.1,1539344959,2018-10-12 11:49:19,2011-08-24 21:07:00,TRUE,7,FALSE,None,0
Bo7eUS7n5Px,1890237804724590000,225333905.8,1539553927,2018-10-14 21:52:07,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoCLz8OH_yv,1874112342805970000,223411600.9,1537631659,2018-09-22 15:54:19,2011-08-24 21:07:38,FALSE,None,TRUE,15.02,38
Bog_i-UHc6l,1882784124542770000,224445357.9,1538665751,2018-10-04 15:09:11,2011-08-24 21:13:13,FALSE,None,TRUE,30.04,373
BoH4DtrngAK,1875714315636310000,223602571,1537822592,2018-09-24 20:56:32,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoiNAXxnRQq,1883124794327370000,224485968.9,1538705990,2018-10-05 2:19:50,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
B_-oMbhnf-Z,2305456835309470000,274831871.4,1589051963,2020-05-09 19:19:23,2011-08-24 21:08:11,FALSE,None,TRUE,16.766,71
BopwHDsHnw-,1885249510261550000,224739254.7,1538959276,2018-10-08 0:41:16,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bore-OyHbrT,1885737086860770000,224797378.4,1539017400,2018-10-08 16:50:00,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
Bos_WHLHAcB,1886160940422660000,224847905.7,1539067927,2018-10-09 6:52:07,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoTW-yUnjM8,1878946541207430000,223987882.3,1538207904,2018-09-29 7:58:24,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BoTXvRYnPT5,1878949873095340000,223988279.5,1538208301,2018-09-29 8:05:01,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BouZiY_HwWR,1886557608368600000,224895192.2,1539115213,2018-10-09 20:00:13,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Boxg7IRHyfH,1887434519659620000,224999728.2,1539219749,2018-10-11 1:02:29,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bp22ks2HzIj,1906951508803400000,227326334.6,1541546464,2018-11-06 23:21:04,2011-08-24 21:08:49,FALSE,None,TRUE,13.69,109
Bp25J-GnjYK,1906962866047430000,227327688.5,1541547710,2018-11-06 23:41:50,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BpI25N2Hcgb,1894005069697630000,225782998.8,1540003020,2018-10-20 2:37:00,2011-08-24 21:07:01,TRUE,5,FALSE,None,1
B-PjpidnJ6T,2274193122975850000,271104946.5,1585325126,2020-03-27 16:05:26,2011-08-24 21:09:39,FALSE,None,TRUE,100.656,159
BporcpEHYZ6,1902961926801820000,226850739.3,1541070761,2018-11-01 11:12:41,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
Bpr7XoBHuDp,1903876375754760000,226959750.1,1541179771,2018-11-02 17:29:31,2011-08-24 21:07:00,TRUE,6,FALSE,None,0
BptU6oOHZU8,1904270207293950000,227006698.5,1541226873,2018-11-03 6:34:33,2011-08-24 21:09:34,FALSE,None,TRUE,58.369,154
BpV0Cain35v,1897651682362230000,226217708.9,1540437730,2018-10-25 3:22:10,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BpXWt2hnEFB,1898085675905600000,226269444.9,1540489576,2018-10-25 17:46:16,2011-08-24 21:08:51,FALSE,None,TRUE,39.739,111
Bpzm2k1nfkW,1906037943481270000,227217429.1,1541437677,2018-11-05 17:07:57,2011-08-24 21:10:47,FALSE,None,TRUE,15.02,227
Bq0OXGbH9_3,1924226100890690000,229385626.4,1543605676,2018-11-30 19:21:16,2011-08-24 21:07:29,FALSE,None,TRUE,33.03,29
Bq0rgdwntuj,1924354287771510000,229400907.5,1543620929,2018-11-30 23:35:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bq24ijGn993,1924974555506400000,229474849.2,1543694870,2018-12-01 20:07:50,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
Bq8UQmpntvk,1926503842550050000,229657154.4,1543877229,2018-12-03 22:47:09,2011-08-24 21:07:54,FALSE,None,TRUE,20.64,54
BqaTjoTny88,1916930602743840000,228515935.3,1542735980,2018-11-20 17:46:20,2011-08-24 21:07:24,FALSE,None,TRUE,15.52,24
BqbC0vFH44u,1917138486433910000,228540716.9,1542760783,2018-11-21 0:39:43,2011-08-24 21:07:46,FALSE,None,TRUE,60.059,46
BqgBcminzFl,1918539804834740000,228707767.1,1542927788,2018-11-22 23:03:08,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BqJNNJNHbXj,1912117594637060000,227942180,1542162201,2018-11-14 2:23:21,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqK9aHXnysI,1912611067228270000,228001006.5,1542221028,2018-11-14 18:43:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqL9gXdHL9F,1912892971793830000,228034612.2,1542254649,2018-11-15 4:04:09,2011-08-24 21:07:16,FALSE,None,TRUE,4.05,16
BqMGK4_n-jC,1912931078396440000,228039154.8,1542259272,2018-11-15 5:21:12,2011-08-24 21:08:37,FALSE,None,TRUE,41.1,97
BqpXAUTHYaQ,1921167892915520000,229021059.6,1543241105,2018-11-26 14:05:05,2011-08-24 21:07:25,FALSE,None,TRUE,29.97,25
BqQtfu-n3Oo,1914229934472000000,228193990.5,1542414012,2018-11-17 0:20:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqtAJkUHH9q,1922193273424480000,229143294.5,1543363316,2018-11-28 0:01:56,2011-08-24 21:07:01,TRUE,5,Contains at least one video,None,1
B-QTgbenItF,2274403603233670000,271130037.7,1585350272,2020-03-27 23:04:32,2011-08-24 21:10:34,FALSE,None,TRUE,122.471,214
BqvHlxqHulC,1922788948176730000,229214304.5,1543434528,2018-11-28 19:48:48,2011-08-24 21:10:23,FALSE,None,TRUE,15.059,203
B_QvkKTncNN,2292541403485290000,273292232,1587512253,2020-04-21 23:37:33,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
BqxxJA2nqoj,1923534639534620000,229303197.8,1543523219,2018-11-29 20:26:59,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Br5hLDFn0xF,1943730608951740000,231710745,1545930766,2018-12-27 17:12:46,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BrA-Crwn5zr,1927813503823880000,229813278.2,1544033324,2018-12-05 18:08:44,2011-08-24 21:07:25,FALSE,None,TRUE,43.06,25
BrD5MJhnAuA,1928636588957110000,229911397.6,1544131486,2018-12-06 21:24:46,2011-08-24 21:08:08,FALSE,None,TRUE,24.97,68
BreziJkHXqM,1936211536919760000,230814401.7,1545034423,2018-12-17 8:13:43,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bri0RkBHXuH,1937340695045830000,230949007.9,1545169029,2018-12-18 21:37:09,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BrKFGXanV5R,1930377817973680000,230118968.2,1544339080,2018-12-09 7:04:40,2011-08-24 21:08:31,FALSE,None,TRUE,11.16,91
BrN7pAwnnXG,1931462118270200000,230248226.9,1544468280,2018-12-10 18:58:00,2011-08-24 21:07:33,FALSE,None,TRUE,15.32,33
Brpoegvnj-8,1939259133163090000,231177703.5,1545397725,2018-12-21 13:08:45,2011-08-24 21:07:01,TRUE,5,FALSE,None,1
Brq339tHz0o,1939608327921020000,231219330.8,1545439398,2018-12-22 0:43:18,2011-08-24 21:07:47,FALSE,None,TRUE,59.9,47
BrtH-JhnVu9,1940242071627320000,231294878.9,1545514925,2018-12-22 21:42:05,2011-08-24 21:07:26,FALSE,None,TRUE,10,26
BrTPusFnSgm,1932957844204500000,230426531.3,1544646712,2018-12-12 20:31:52,2011-08-24 21:09:40,FALSE,None,TRUE,10.75,160
Brts7HsnIJi,1940404591226820000,231314252.8,1545534274,2018-12-23 3:04:34,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Brv68Ttnkct,1941029195452660000,231388711.4,1545608818,2018-12-23 23:46:58,2011-08-24 21:08:26,FALSE,None,TRUE,38.08,86
BrVwiA_HpFG,1933665058779210000,230510837.9,1544730917,2018-12-13 19:55:17,2011-08-24 21:07:59,FALSE,None,TRUE,44.14,59
BrycEBaH86Y,1941737811042360000,231473184.9,1545693206,2018-12-24 23:13:26,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BrYMV-RHZ-q,1934350326481920000,230592528.2,1544812715,2018-12-14 18:38:35,2011-08-24 21:09:46,FALSE,None,TRUE,48.1,166
Bs1Lcbwnl9B,1960523545253400000,233712619,1547932640,2019-01-19 21:17:20,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BsdzQBcHxc6,1953943214777900000,232928182.5,1547148204,2019-01-10 19:23:24,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BsFGnBBn148,1946991483347230000,232099471.5,1546319493,2019-01-01 5:11:33,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BskT6ZdHyGe,1955775714131120000,233146633.4,1547366655,2019-01-13 8:04:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BsqfIkeng5w,1957513916411940000,233353843.3,1547573864,2019-01-15 17:37:44,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bt1-AiZHWcR,1978760327111470000,235886612.8,1550106715,2019-02-14 1:11:55,2011-08-24 21:08:22,FALSE,None,TRUE,32.519,82
Bt2DxJMnE7e,1978785657545050000,235889632.4,1550109745,2019-02-14 2:02:25,2011-08-24 21:08:32,FALSE,None,TRUE,33.94,92
Bt3IcUDnKPT,1979087691305490000,235925637.6,1550145659,2019-02-14 12:00:59,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bt3QCiynLnl,1979121104792110000,235929620.8,1550149711,2019-02-14 13:08:31,2011-08-24 21:08:10,FALSE,None,TRUE,17.07,70
Bt4tGRGHJrS,1979530378995340000,235978410.1,1550198431,2019-02-15 2:40:31,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bt5gRBDHNZl,1979755418051470000,236005236.9,1550225258,2019-02-15 10:07:38,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BT7hS-UDFnD,1511948539306730000,180238311.2,1494458332,2017-05-10 23:18:52,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BT8NpK0jdKm,1512143578611960000,180261561.7,1494481583,2017-05-11 5:46:23,2011-08-24 21:07:01,TRUE,8,FALSE,None,1
BT9bngXjswb,1512486511936720000,180302442.5,1494522464,2017-05-11 17:07:44,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BT9pJjqjUef,1512546026543470000,180309537.2,1494529558,2017-05-11 19:05:58,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
B-tD5wdn0Ln,2282497749333000000,272094935.1,1586314956,2020-04-08 3:02:36,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Btg0veEHkCj,1972808597303610000,235177111.3,1549397133,2019-02-05 20:05:33,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BtgrGaLHcWE,1972766193208900000,235172056.3,1549392078,2019-02-05 18:41:18,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BtmV8SfHfnm,1974361988643290000,235362290,1549582311,2019-02-07 23:31:51,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Btnxsq0n3zh,1974765535541300000,235410396.5,1549630418,2019-02-08 12:53:38,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
BtPDL6_HXHN,1967805575573890000,234580704.6,1548800726,2019-01-29 22:25:26,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BtQQmh3n6jW,1968146053611890000,234621292.8,1548841314,2019-01-30 9:41:54,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BtrugGYnyW0,1975877377550400000,235542938.4,1549762960,2019-02-10 1:42:40,2011-08-24 21:07:01,TRUE,7,Contains at least one video,None,1
Btrvm84ngDn,1975882246432620000,235543518.8,1549763540,2019-02-10 1:52:20,2011-08-24 21:07:01,TRUE,7,Contains at least one video,None,1
BtuGWESnIPp,1976545191177000000,235622548,1549842569,2019-02-10 23:49:29,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
Btutet2H5Ig,1976717309365950000,235643066.1,1549863087,2019-02-11 5:31:27,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BtvUc-fnBKq,1976888713616820000,235663499.1,1549883520,2019-02-11 11:12:00,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bty85isn_RE,1977911023425810000,235785367.9,1550005389,2019-02-12 21:03:09,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BtzizvuHUCA,1978077750860010000,235805243.4,1550025310,2019-02-13 2:35:10,2011-08-24 21:07:46,FALSE,None,TRUE,5.6,46
BU06DXCDUb2,1528101491172000000,182163893.1,1496383914,2017-06-02 6:11:54,2011-08-24 21:07:00,FALSE,None,TRUE,42.042,0
BU0ZBpLjqjV,1527956237685010000,182146577.6,1496366599,2017-06-02 1:23:19,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bu15XHdH4vW,1996754287012580000,238031660,1552251723,2019-03-10 21:02:03,2011-08-24 21:07:43,FALSE,None,TRUE,46,43
BU199UdD0E5,1528400143249790000,182199495.2,1496419516,2017-06-02 16:05:16,2011-08-24 21:07:00,FALSE,None,TRUE,33.766,0
Bu2TP0ln3JK,1996868134927040000,238045231.7,1552265333,2019-03-11 0:48:53,2011-08-24 21:08:21,FALSE,None,TRUE,47.56,81
Bu7B6BwgSUG,1998199245332620000,238203912.4,1552423934,2019-03-12 20:52:14,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BuAgXn6HsfJ,1981726196930370000,236240172,1550460193,2019-02-18 3:23:13,2011-08-24 21:07:00,TRUE,5,FALSE,None,0
BUAi7SPDLrn,1513363082406840000,180406937.9,1494626959,2017-05-12 22:09:19,2011-08-24 21:07:01,FALSE,None,TRUE,30.03,1
BUANy0yDF6E,1513270142049210000,180395858.5,1494615880,2017-05-12 19:04:40,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUBx0X3DzK8,1513710053084840000,180448300,1494668321,2017-05-13 9:38:41,2011-08-24 21:07:00,FALSE,None,TRUE,15.015,0
BuCazGxH95o,1982264647165670000,236304360.3,1550524382,2019-02-18 21:13:02,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUD0KqFjwuk,1514283330530380000,180516640,1494736661,2017-05-14 4:37:41,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BUDy_Fdjeep,1514278137243760000,180516020.9,1494736042,2017-05-14 4:27:22,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUed1nXjyJg,1521784951850080000,181410903,1495630924,2017-05-24 13:02:04,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuEzbCgnVYE,1982935894442460000,236384379.2,1550604400,2019-02-19 19:26:40,2011-08-24 21:07:00,TRUE,4,FALSE,None,0
BUFbVlZDybo,1514737080193720000,180570731.2,1494790752,2017-05-14 19:39:12,2011-08-24 21:07:00,FALSE,None,TRUE,17,0
BUFgOffDix9,1514758583048090000,180573294.5,1494793316,2017-05-14 20:21:56,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuFMQyeH__W,1983045141188840000,236397402.4,1550617424,2019-02-19 23:03:44,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BUGxiMejQ1W,1515116178795470000,180615923.3,1494835944,2017-05-15 8:12:24,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BUHE_EGDipD,1515201725543100000,180626121.2,1494846142,2017-05-15 11:02:22,2011-08-24 21:07:00,FALSE,None,TRUE,30.03,0
BukAnKPHUN4,1991719626255190000,237431481.6,1551651526,2019-03-03 22:18:46,2011-08-24 21:07:24,FALSE,None,TRUE,15.219,24
BukSdgqHbxl,1991798127972960000,237440839.8,1551660966,2019-03-04 0:56:06,2011-08-24 21:08:46,FALSE,None,TRUE,5,106
BUKuO4PDSVw,1516227557157840000,180748409.9,1494968431,2017-05-16 21:00:31,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BULPHzcjvtt,1516372206514270000,180765653.4,1494985675,2017-05-17 1:47:55,2011-08-24 21:07:01,FALSE,None,TRUE,6,1
