shortcode,media_id,creation_time                  (seconds wrt IG epoch),published_time (unix),published_time     (utc),epoch_estimate    (utc),is_multiple,count,is_video,vid_duration,off_by
BxqxMsDHunU,2.05E+18,244100732.4,1558320754,2019-05-20 2:52:34,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BxquAEkn9PG,2.05E+18,244099056.2,1558319077,2019-05-20 2:24:37,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
Bxqrx40nEfN,2.05E+18,244097891.4,1558317913,2019-05-20 2:05:13,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BxqqFYUnkEH,2.05E+18,244097002.5,1558317024,2019-05-20 1:50:24,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
Bxqas5Hn3JX,2.05E+18,244088937.6,1558308959,2019-05-19 23:35:59,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BxqXgA3nKOK,2.05E+18,244087259.2,1558307280,2019-05-19 23:08:00,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BxqJ3S3nGLG,2.05E+18,244080109.9,1558300131,2019-05-19 21:08:51,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BxnnBXKHJEa,2.05E+18,243994733.5,1558214755,2019-05-18 21:25:55,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bxkleo2HNeA,2.05E+18,243893261.4,1558113341,2019-05-17 17:15:41,2011-08-24 21:07:59,FALSE,None,TRUE,15.02,59
Bxi7mQGHpmm,2.05E+18,243837749.3,1558057770,2019-05-17 1:49:30,2011-08-24 21:07:00,TRUE,4,FALSE,None,0
BxdJNI2ntvf,2.04E+18,243643557,1557863578,2019-05-14 19:52:58,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
Bxag1GlnE5y,2.04E+18,243555279.7,1557775301,2019-05-13 19:21:41,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BxYpHLLnn4I,2.04E+18,243492513.2,1557712534,2019-05-13 1:55:34,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BxYWYSznZ8X,2.04E+18,243482691.9,1557702888,2019-05-12 23:14:48,2011-08-24 21:09:56,FALSE,None,TRUE,14.809,176
BxQ0MKKnM6I,2.04E+18,243229885.7,1557450466,2019-05-10 1:07:46,2011-08-24 21:16:20,FALSE,None,TRUE,5.72,560
BxQb1hTH53h,2.04E+18,243217117.4,1557437571,2019-05-09 21:32:51,2011-08-24 21:14:13,FALSE,None,TRUE,24.68,433
BxLT1jSnYmF,2.04E+18,243045151.1,1557265172,2019-05-07 21:39:32,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BxLSYBmnMTp,2.04E+18,243044385,1557264750,2019-05-07 21:32:30,2011-08-24 21:12:45,FALSE,None,TRUE,29.06,345
BxI2BAxHXQ3,2.04E+18,242962407.5,1557182429,2019-05-06 22:40:29,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BxGmh_RnAFb,2.04E+18,242887180.2,1557107201,2019-05-06 1:46:41,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BxGP9k-nZhT,2.04E+18,242875347.6,1557095369,2019-05-05 22:29:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BxAn0PDnuzy,2.04E+18,242686527.4,1556906549,2019-05-03 18:02:29,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
Bw-ivrQn05i,2.04E+18,242616759.7,1556836781,2019-05-02 22:39:41,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
Bw4s8K1HQ0K,2.03E+18,242420778.3,1556640800,2019-04-30 16:13:20,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bw3f0gCHTF6,2.03E+18,242380345.3,1556600555,2019-04-30 5:02:35,2011-08-24 21:10:09,FALSE,None,TRUE,6.57,189
Bw3WjJHHJRN,2.03E+18,242375484.6,1556595790,2019-04-30 3:43:10,2011-08-24 21:11:45,FALSE,None,TRUE,27.24,285
Bw0e98sneNF,2.03E+18,242279235.2,1556499256,2019-04-29 0:54:16,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
Bw0EGdynw8v,2.03E+18,242265149.2,1556485170,2019-04-28 20:59:30,2011-08-24 21:07:00,TRUE,8,FALSE,None,0
BwxmkaWHFIb,2.03E+18,242182557,1556402578,2019-04-27 22:02:58,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BwxJfnIn3V8,2.03E+18,242167313.3,1556387637,2019-04-27 17:53:57,2011-08-24 21:12:03,FALSE,None,TRUE,30.05,303
Bwv5_zPn1dD,2.03E+18,242125634,1556345655,2019-04-27 6:14:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwurglpnIXl,2.03E+18,242084483.8,1556304505,2019-04-26 18:48:25,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwqIhycHjNS,2.03E+18,241931925.8,1556151947,2019-04-25 0:25:47,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwnCWZ2nr6f,2.03E+18,241828023.5,1556048045,2019-04-23 19:34:05,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
BwkehWzn96h,2.03E+18,241742130,1555962733,2019-04-22 19:52:13,2011-08-24 21:16:42,FALSE,None,TRUE,29.99,582
BwiinzrH1rr,2.03E+18,241677171.2,1555897192,2019-04-22 1:39:52,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BwiawI_H08s,2.03E+18,241673045.1,1555893066,2019-04-22 0:31:06,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BwiUWnmHSGI,2.03E+18,241669690.3,1555889712,2019-04-21 23:35:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwiDuTjna6Q,2.03E+18,241660971.5,1555880993,2019-04-21 21:09:53,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bwck_cunyFy,2.03E+18,241477086.8,1555697108,2019-04-19 18:05:08,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwbFZkanjYX,2.03E+18,241426969.1,1555647021,2019-04-19 4:10:21,2011-08-24 21:07:31,FALSE,None,TRUE,14.96,31
BwavN6knaqe,2.03E+18,241415339.3,1555635507,2019-04-19 0:58:27,2011-08-24 21:09:27,FALSE,None,TRUE,29.67,147
BwYBACWn_no,2.02E+18,241323999.5,1555544021,2019-04-17 23:33:41,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwVqrryHEb3,2.02E+18,241245189.6,1555465211,2019-04-17 1:40:11,2011-08-24 21:07:01,TRUE,9,Contains at least one video,None,1
BwVa7quH5lI,2.02E+18,241236931.9,1555456997,2019-04-16 23:23:17,2011-08-24 21:07:45,FALSE,None,TRUE,14.69,45
BwTFPRRHeqi,2.02E+18,241158449.3,1555378471,2019-04-16 1:34:31,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwSlyLMnkSf,2.02E+18,241141958,1555361979,2019-04-15 20:59:39,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BwRRHmQntQH,2.02E+18,241097569.1,1555317590,2019-04-15 8:39:50,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BwRIWB-H2hj,2.02E+18,241092968.7,1555312990,2019-04-15 7:23:10,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BwQVsnenHiw,2.02E+18,241066415,1555286436,2019-04-15 0:00:36,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BwQBOJvhMCu,2.02E+18,241055679.7,1555275747,2019-04-14 21:02:27,2011-08-24 21:07:47,FALSE,None,TRUE,30.05,47
BwN9xjRn593,2.02E+18,240986763.7,1555206785,2019-04-14 1:53:05,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwK-3ytnDdF,2.02E+18,240886675.8,1555106697,2019-04-12 22:04:57,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BwIGyTOHbn0,2.02E+18,240790161.8,1555010212,2019-04-11 19:16:52,2011-08-24 21:07:30,FALSE,None,TRUE,29.39,30
BwGycTEnnpp,2.02E+18,240745941.4,1554965963,2019-04-11 6:59:23,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwGxkZ7nm1-,2.02E+18,240745483.5,1554965505,2019-04-11 6:51:45,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
BwDRpLwnynk,2.02E+18,240628082.1,1554848103,2019-04-09 22:15:03,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BwA35njnrOZ,2.02E+18,240547476.4,1554767539,2019-04-08 23:52:19,2011-08-24 21:07:42,FALSE,None,TRUE,3.53,42
BwAko5OHZ-G,2.02E+18,240537377.9,1554757500,2019-04-08 21:05:00,2011-08-24 21:08:42,FALSE,None,TRUE,28.97,102
BwAdLODHN-i,2.02E+18,240533464.8,1554753486,2019-04-08 19:58:06,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwAb_ybH9QK,2.02E+18,240532846.9,1554752868,2019-04-08 19:47:48,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
Bv-UZpLnq4Q,2.02E+18,240461755.5,1554681780,2019-04-08 0:03:00,2011-08-24 21:07:04,FALSE,None,TRUE,4,4
Bv-DuFdHdXN,2.02E+18,240453010.1,1554673426,2019-04-07 21:43:46,2011-08-24 21:13:35,FALSE,None,TRUE,14.95,395
Bv4mklynhCc,2.02E+18,240269955.8,1554489977,2019-04-05 18:46:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bv3FzvlHqwg,2.02E+18,240219224,1554439294,2019-04-05 4:41:34,2011-08-24 21:07:49,FALSE,None,TRUE,17.8,49
Bvx_WQlH_Ge,2.01E+18,240048064.6,1554268086,2019-04-03 5:08:06,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bvwt0cQHdb7,2.01E+18,240005320.2,1554225341,2019-04-02 17:15:41,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Bvu5B3TnJU_,2.01E+18,239944088.5,1554164119,2019-04-02 0:15:19,2011-08-24 21:07:10,FALSE,None,TRUE,9.04,10
BvujN45n-Hl,2.01E+18,239932652.7,1554152708,2019-04-01 21:05:08,2011-08-24 21:07:35,FALSE,None,TRUE,5.73,35
BvsqcpgnrVw,2.01E+18,239869334.7,1554089356,2019-04-01 3:29:16,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BvsnF_HnDAI,2.01E+18,239867576.2,1554087693,2019-04-01 3:01:33,2011-08-24 21:08:36,FALSE,None,TRUE,43.43,96
BvsSGnFnsHI,2.01E+18,239856571.3,1554076592,2019-03-31 23:56:32,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Bvr-uXZHRRU,2.01E+18,239846411.2,1554066602,2019-03-31 21:10:02,2011-08-24 21:09:50,FALSE,None,TRUE,27.76,170
BvfiGxEnIK2,2.01E+18,239428753.5,1553648775,2019-03-27 1:06:15,2011-08-24 21:07:01,TRUE,6,Contains at least one video,None,1
Bvc3PqAFACS,2.01E+18,239339173.1,1553559213,2019-03-26 0:13:33,2011-08-24 21:07:19,FALSE,None,TRUE,7.09,19
BvchpohBBNf,2.01E+18,239327851.6,1553547899,2019-03-25 21:04:59,2011-08-24 21:07:27,FALSE,None,TRUE,57.709,27
BvaKA-9HOgJ,2.01E+18,239248351.1,1553468414,2019-03-24 23:00:14,2011-08-24 21:07:42,FALSE,None,TRUE,26.5,42
BvYYK-nnMH-,2.01E+18,239188664.1,1553408685,2019-03-24 6:24:45,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvUgRHwHm9B,2.01E+18,239058691,1553278747,2019-03-22 18:19:07,2011-08-24 21:07:35,FALSE,None,TRUE,15.02,35
BvS-elYnhLP,2.00E+18,239007421.1,1553227442,2019-03-22 4:04:02,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvNE83hHNU9,2.00E+18,238809488.3,1553029510,2019-03-19 21:05:10,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BvLZUaBHp8D,2.00E+18,238753058.1,1552973138,2019-03-19 5:25:38,2011-08-24 21:07:59,FALSE,None,TRUE,39.539,59
BvK0QZZH8xk,2.00E+18,238733626.5,1552953668,2019-03-19 0:01:08,2011-08-24 21:07:21,FALSE,None,TRUE,53.18,21
BvKocS5H8tK,2.00E+18,238727432.6,1552947539,2019-03-18 22:18:59,2011-08-24 21:08:26,FALSE,None,TRUE,7.619,86
BvKIk82nYgw,2.00E+18,238710726.3,1552930747,2019-03-18 17:39:07,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvIOt-qHy7y,2.00E+18,238646837.1,1552867153,2019-03-17 23:59:13,2011-08-24 21:11:55,FALSE,None,TRUE,53.609,295
BvH9psdHHRb,2.00E+18,238637889.1,1552858038,2019-03-17 21:27:18,2011-08-24 21:09:08,FALSE,None,TRUE,4.53,128
BvA1437n0oI,2.00E+18,238398938.1,1552618959,2019-03-15 3:02:39,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Bu_s50wnTBW,2.00E+18,238360672.9,1552580694,2019-03-14 16:24:54,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bu-No-anQfy,2.00E+18,238310727.5,1552530749,2019-03-14 2:32:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bu7B6BwgSUG,2.00E+18,238203912.4,1552423934,2019-03-12 20:52:14,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
Bu2TP0ln3JK,2.00E+18,238045231.7,1552265333,2019-03-11 0:48:53,2011-08-24 21:08:21,FALSE,None,TRUE,47.56,81
Bu15XHdH4vW,2.00E+18,238031660,1552251723,2019-03-10 21:02:03,2011-08-24 21:07:43,FALSE,None,TRUE,46,43
BuwtKSInXLI,2.00E+18,237857491.2,1552077512,2019-03-08 20:38:32,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BuuRhVFnJF9,1.99E+18,237775891.1,1551995912,2019-03-07 21:58:32,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
ButbdxNnAl3,1.99E+18,237747550.4,1551967619,2019-03-07 14:06:59,2011-08-24 21:07:48,FALSE,None,TRUE,12.18,48
BurtGMqncXg,1.99E+18,237689685.6,1551909935,2019-03-06 22:05:35,2011-08-24 21:10:49,FALSE,None,TRUE,58.749,229
BurfSQ2H8Qw,1.99E+18,237682444.4,1551902532,2019-03-06 20:02:12,2011-08-24 21:08:07,FALSE,None,TRUE,52.33,67
BupKtEYnJcG,1.99E+18,237604545.1,1551824592,2019-03-05 22:23:12,2011-08-24 21:07:26,FALSE,None,TRUE,9.8,26
BuopHmcneAs,1.99E+18,237586936.6,1551806958,2019-03-05 17:29:18,2011-08-24 21:07:01,TRUE,10,FALSE,None,1
BukSdgqHbxl,1.99E+18,237440839.8,1551660966,2019-03-04 0:56:06,2011-08-24 21:08:46,FALSE,None,TRUE,5,106
BukAnKPHUN4,1.99E+18,237431481.6,1551651526,2019-03-03 22:18:46,2011-08-24 21:07:24,FALSE,None,TRUE,15.219,24
BuXff_GHsiF,1.99E+18,237011468.2,1551231489,2019-02-27 1:38:09,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BuVJstNn5b-,1.99E+18,236932929.2,1551152950,2019-02-26 3:49:10,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
BuS719enNxy,1.99E+18,236858556.1,1551078577,2019-02-25 7:09:37,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
BuFMQyeH__W,1.98E+18,236397402.4,1550617424,2019-02-19 23:03:44,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BuCazGxH95o,1.98E+18,236304360.3,1550524382,2019-02-18 21:13:02,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuAgXn6HsfJ,1.98E+18,236240172,1550460193,2019-02-18 3:23:13,2011-08-24 21:07:00,TRUE,5,FALSE,None,0
Bt5gRBDHNZl,1.98E+18,236005236.9,1550225258,2019-02-15 10:07:38,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bt4tGRGHJrS,1.98E+18,235978410.1,1550198431,2019-02-15 2:40:31,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bt3QCiynLnl,1.98E+18,235929620.8,1550149711,2019-02-14 13:08:31,2011-08-24 21:08:10,FALSE,None,TRUE,17.07,70
Bt3IcUDnKPT,1.98E+18,235925637.6,1550145659,2019-02-14 12:00:59,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bt2DxJMnE7e,1.98E+18,235889632.4,1550109745,2019-02-14 2:02:25,2011-08-24 21:08:32,FALSE,None,TRUE,33.94,92
Bt1-AiZHWcR,1.98E+18,235886612.8,1550106715,2019-02-14 1:11:55,2011-08-24 21:08:22,FALSE,None,TRUE,32.519,82
BtzizvuHUCA,1.98E+18,235805243.4,1550025310,2019-02-13 2:35:10,2011-08-24 21:07:46,FALSE,None,TRUE,5.6,46
Bty85isn_RE,1.98E+18,235785367.9,1550005389,2019-02-12 21:03:09,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BtvUc-fnBKq,1.98E+18,235663499.1,1549883520,2019-02-11 11:12:00,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Btutet2H5Ig,1.98E+18,235643066.1,1549863087,2019-02-11 5:31:27,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BtuGWESnIPp,1.98E+18,235622548,1549842569,2019-02-10 23:49:29,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
Btrvm84ngDn,1.98E+18,235543518.8,1549763540,2019-02-10 1:52:20,2011-08-24 21:07:01,TRUE,7,Contains at least one video,None,1
BtrugGYnyW0,1.98E+18,235542938.4,1549762960,2019-02-10 1:42:40,2011-08-24 21:07:01,TRUE,7,Contains at least one video,None,1
Btnxsq0n3zh,1.97E+18,235410396.5,1549630418,2019-02-08 12:53:38,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
BtmV8SfHfnm,1.97E+18,235362290,1549582311,2019-02-07 23:31:51,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Btg0veEHkCj,1.97E+18,235177111.3,1549397133,2019-02-05 20:05:33,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BtgrGaLHcWE,1.97E+18,235172056.3,1549392078,2019-02-05 18:41:18,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BtQQmh3n6jW,1.97E+18,234621292.8,1548841314,2019-01-30 9:41:54,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BtPDL6_HXHN,1.97E+18,234580704.6,1548800726,2019-01-29 22:25:26,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
Bs1Lcbwnl9B,1.96E+18,233712619,1547932640,2019-01-19 21:17:20,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BsqfIkeng5w,1.96E+18,233353843.3,1547573864,2019-01-15 17:37:44,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BskT6ZdHyGe,1.96E+18,233146633.4,1547366655,2019-01-13 8:04:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BsdzQBcHxc6,1.95E+18,232928182.5,1547148204,2019-01-10 19:23:24,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BsFGnBBn148,1.95E+18,232099471.5,1546319493,2019-01-01 5:11:33,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Br5hLDFn0xF,1.94E+18,231710745,1545930766,2018-12-27 17:12:46,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BrycEBaH86Y,1.94E+18,231473184.9,1545693206,2018-12-24 23:13:26,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Brv68Ttnkct,1.94E+18,231388711.4,1545608818,2018-12-23 23:46:58,2011-08-24 21:08:26,FALSE,None,TRUE,38.08,86
Brts7HsnIJi,1.94E+18,231314252.8,1545534274,2018-12-23 3:04:34,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BrtH-JhnVu9,1.94E+18,231294878.9,1545514925,2018-12-22 21:42:05,2011-08-24 21:07:26,FALSE,None,TRUE,10,26
Brq339tHz0o,1.94E+18,231219330.8,1545439398,2018-12-22 0:43:18,2011-08-24 21:07:47,FALSE,None,TRUE,59.9,47
Brpoegvnj-8,1.94E+18,231177703.5,1545397725,2018-12-21 13:08:45,2011-08-24 21:07:01,TRUE,5,FALSE,None,1
Bri0RkBHXuH,1.94E+18,230949007.9,1545169029,2018-12-18 21:37:09,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BreziJkHXqM,1.94E+18,230814401.7,1545034423,2018-12-17 8:13:43,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BrYMV-RHZ-q,1.93E+18,230592528.2,1544812715,2018-12-14 18:38:35,2011-08-24 21:09:46,FALSE,None,TRUE,48.1,166
BrVwiA_HpFG,1.93E+18,230510837.9,1544730917,2018-12-13 19:55:17,2011-08-24 21:07:59,FALSE,None,TRUE,44.14,59
BrTPusFnSgm,1.93E+18,230426531.3,1544646712,2018-12-12 20:31:52,2011-08-24 21:09:40,FALSE,None,TRUE,10.75,160
BrN7pAwnnXG,1.93E+18,230248226.9,1544468280,2018-12-10 18:58:00,2011-08-24 21:07:33,FALSE,None,TRUE,15.32,33
BrKFGXanV5R,1.93E+18,230118968.2,1544339080,2018-12-09 7:04:40,2011-08-24 21:08:31,FALSE,None,TRUE,11.16,91
BrD5MJhnAuA,1.93E+18,229911397.6,1544131486,2018-12-06 21:24:46,2011-08-24 21:08:08,FALSE,None,TRUE,24.97,68
BrA-Crwn5zr,1.93E+18,229813278.2,1544033324,2018-12-05 18:08:44,2011-08-24 21:07:25,FALSE,None,TRUE,43.06,25
Bq8UQmpntvk,1.93E+18,229657154.4,1543877229,2018-12-03 22:47:09,2011-08-24 21:07:54,FALSE,None,TRUE,20.64,54
Bq24ijGn993,1.92E+18,229474849.2,1543694870,2018-12-01 20:07:50,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
Bq0rgdwntuj,1.92E+18,229400907.5,1543620929,2018-11-30 23:35:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bq0OXGbH9_3,1.92E+18,229385626.4,1543605676,2018-11-30 19:21:16,2011-08-24 21:07:29,FALSE,None,TRUE,33.03,29
BqxxJA2nqoj,1.92E+18,229303197.8,1543523219,2018-11-29 20:26:59,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqvHlxqHulC,1.92E+18,229214304.5,1543434528,2018-11-28 19:48:48,2011-08-24 21:10:23,FALSE,None,TRUE,15.059,203
BqtAJkUHH9q,1.92E+18,229143294.5,1543363316,2018-11-28 0:01:56,2011-08-24 21:07:01,TRUE,5,Contains at least one video,None,1
BqpXAUTHYaQ,1.92E+18,229021059.6,1543241105,2018-11-26 14:05:05,2011-08-24 21:07:25,FALSE,None,TRUE,29.97,25
BqgBcminzFl,1.92E+18,228707767.1,1542927788,2018-11-22 23:03:08,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BqbC0vFH44u,1.92E+18,228540716.9,1542760783,2018-11-21 0:39:43,2011-08-24 21:07:46,FALSE,None,TRUE,60.059,46
BqaTjoTny88,1.92E+18,228515935.3,1542735980,2018-11-20 17:46:20,2011-08-24 21:07:24,FALSE,None,TRUE,15.52,24
BqQtfu-n3Oo,1.91E+18,228193990.5,1542414012,2018-11-17 0:20:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqMGK4_n-jC,1.91E+18,228039154.8,1542259272,2018-11-15 5:21:12,2011-08-24 21:08:37,FALSE,None,TRUE,41.1,97
BqL9gXdHL9F,1.91E+18,228034612.2,1542254649,2018-11-15 4:04:09,2011-08-24 21:07:16,FALSE,None,TRUE,4.05,16
BqK9aHXnysI,1.91E+18,228001006.5,1542221028,2018-11-14 18:43:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BqJNNJNHbXj,1.91E+18,227942180,1542162201,2018-11-14 2:23:21,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bp25J-GnjYK,1.91E+18,227327688.5,1541547710,2018-11-06 23:41:50,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
Bp22ks2HzIj,1.91E+18,227326334.6,1541546464,2018-11-06 23:21:04,2011-08-24 21:08:49,FALSE,None,TRUE,13.69,109
Bpzm2k1nfkW,1.91E+18,227217429.1,1541437677,2018-11-05 17:07:57,2011-08-24 21:10:47,FALSE,None,TRUE,15.02,227
BptU6oOHZU8,1.90E+18,227006698.5,1541226873,2018-11-03 6:34:33,2011-08-24 21:09:34,FALSE,None,TRUE,58.369,154
Bpr7XoBHuDp,1.90E+18,226959750.1,1541179771,2018-11-02 17:29:31,2011-08-24 21:07:00,TRUE,6,FALSE,None,0
BporcpEHYZ6,1.90E+18,226850739.3,1541070761,2018-11-01 11:12:41,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
BpXWt2hnEFB,1.90E+18,226269444.9,1540489576,2018-10-25 17:46:16,2011-08-24 21:08:51,FALSE,None,TRUE,39.739,111
BpV0Cain35v,1.90E+18,226217708.9,1540437730,2018-10-25 3:22:10,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BpI25N2Hcgb,1.89E+18,225782998.8,1540003020,2018-10-20 2:37:00,2011-08-24 21:07:01,TRUE,5,FALSE,None,1
Bo7eUS7n5Px,1.89E+18,225333905.8,1539553927,2018-10-14 21:52:07,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bo1Pvivnp-g,1.89E+18,225124938.1,1539344959,2018-10-12 11:49:19,2011-08-24 21:07:00,TRUE,7,FALSE,None,0
Bo1MXVqHYI3,1.89E+18,225123166.9,1539343188,2018-10-12 11:19:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bo1LuyKHzez,1.89E+18,225122834.7,1539342856,2018-10-12 11:14:16,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
Boxg7IRHyfH,1.89E+18,224999728.2,1539219749,2018-10-11 1:02:29,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BouZiY_HwWR,1.89E+18,224895192.2,1539115213,2018-10-09 20:00:13,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bos_WHLHAcB,1.89E+18,224847905.7,1539067927,2018-10-09 6:52:07,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bore-OyHbrT,1.89E+18,224797378.4,1539017400,2018-10-08 16:50:00,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
BopwHDsHnw-,1.89E+18,224739254.7,1538959276,2018-10-08 0:41:16,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoiNAXxnRQq,1.88E+18,224485968.9,1538705990,2018-10-05 2:19:50,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
Bog_i-UHc6l,1.88E+18,224445357.9,1538665751,2018-10-04 15:09:11,2011-08-24 21:13:13,FALSE,None,TRUE,30.04,373
BoTXvRYnPT5,1.88E+18,223988279.5,1538208301,2018-09-29 8:05:01,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoTW-yUnjM8,1.88E+18,223987882.3,1538207904,2018-09-29 7:58:24,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BoH4DtrngAK,1.88E+18,223602571,1537822592,2018-09-24 20:56:32,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BoCLz8OH_yv,1.87E+18,223411600.9,1537631659,2018-09-22 15:54:19,2011-08-24 21:07:38,FALSE,None,TRUE,15.02,38
Bn2DnEBlpz9,1.87E+18,223004647.9,1537224669,2018-09-17 22:51:09,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2C675FVYS,1.87E+18,223004286.5,1537224308,2018-09-17 22:45:08,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2CqXGlef-,1.87E+18,223004150.7,1537224172,2018-09-17 22:42:52,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bn2CIMvlVFA,1.87E+18,223003870.8,1537223892,2018-09-17 22:38:12,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
